FP130,FP130X,HE111,HE111S,HE111W,HE111X,HE112,HE112S,HE112V,HE112W,HH104,HH104X,HH215,HH215A,HH215M,HH216,NE203,NL110,NN220,NS101,SC111,SC112,SC112R,SM121A,SM122,SM122R,SM122X,SM131,SM221,SM221P,SM221X,SM223,SM239,SP211,SP211P,SP211R,SP212,SP212P,SP212R,SY110
A,,,A,,,A,,,,A,,,A,,A,A,A,,A,A,A,,,A,,,,A,,,,,A,,,B,,,A
A,,A-,,,,B+,,,,A,,A,,,A,A-,A-,,B+,B-,C,,,B+,,,,C,,,,,A,,,B,,,B+
C,,C-,,,,C,,,,C,,,,B-,A,B+,A-,B,C,D+,D,,C,D;RF,,,,,,,C+,,D+,,,C+,,,C+
B-,,B+,,,,B+,,,,C,,B,,,B+,B+,B-,B-,C,D+,C,,,D,,,,,,,B,C,C-,,,C,,,B
B,,A,,,,A,,,,B,,,,,,,B+,,B,B+,C+,,,A-,,,,,,,,,,,,,,,B+
C-,,B+,,,,B+,,,,C+,,,,C-,C+,B,A-,,D,C-,D,,C-,B,,,,D,,,,,C,,,D,,,C
A,,A,,,,A,,,,A,,A,,,A,A,A,,A,A,A,,,V,,,,,B,,,B,A-,,,A-,,,A
V,,A,,,,B-,,,,B-,,,,,,,B+,,C+,B,B,,,C+,,,,,,,,,,,,,,,B+
,B+,,,,A-,,,,A,,A,,,A,,B+,B-,A,A,V,,,,A,,,,A,,,,A,V,,,A,,,A
B,,A-,,,,C+,,,,B+,,A,,,A,,A,,B-,C,C,,,C,,,,,,,,,,,,,,,B-
B+,,A,,,,B+,,,,B-,,,,,,,B,,B,B,B-,,,B-,,,,,,,,,,,,,,,B
C,,B+,,,,C+,,,,B,,A,,,C,B-,C+,,B,B-,C,,,C,,,,,,,C,,C,,,C,,,C-
A-,,V,,,,,,A-,,C+,,,B,,A-,A-,B+,B-,D+,D,D,,,B-;RF,,,,,,,C,D,RF,,D+,C+,,,B-
C,,C+,,,,B+,,,,B,,,,A-,B,B,B-,C,C,D,RF,C,,D+,,,,D,,,,,C,,,B-,,,B-
C+,,A-,,,,B+,,,,A-,,B-,,,A,B,B,,C+,B-,C,,,C+,,,,C-,,,,,V,,,B,,,C
B,,B,,,,A-,,,,B-,,,A-,,B,A-,A-,B,C,C+,B,,,C,,,,,,,B,,D+,,,B-,,,C
B,,,B,,,,A,,,A-,,A-,,,,A-,A,B+,B-,D+,C-,,,C-,,,,,,,C+,,D,,,C,,,C
V,,B+,,,,A,,,,A,,A,,,A,A,A,,A,B,B-,,,A-,,,,,,,A,,C+,,,B,,,A-
B,,A,,,,A,,,,B,,B-,,,B,A-,A,,A,A,B,,,,,A,V,,,B,,,B+,,,C+,,,B
D,,B-,,,,B,,,,C,,,,,,,C-,,RF;B-,RF;C-,,,,D,,,,,,,,,,,,,,,C
A-,,A,,,,A-,,,,B,,A,,,,A,A-,,B-,B,C+,,,B-,,,,,,,B+,,B,,,C+,,,B
A,,A,,,,A-,,,,B-,,B+,,,A,A-,B+,B+,B,D+,D,,,B,,,,,,,D+,,C+,,,C-,,,B-
V,,A-,,,,A,,,,B,,,B-,,,,B+,,B,C-,C-,,,B,,,,,,,,,,,,,,,A
A,,V,,,,,,A,,A,,A,,,A,A,A,,A,A,A,,,B,,,,B,,,,,V,,,,A-,,A
A,,A,,,,A,,,,B,,,A-,,B+,A,A,,A,A,A,,,A,,,,,,,B+,A,B+,,,A-,,,B
B+,,A,,,,B,,,,A-,,,,,,,B-,,B-,D+,C+,,,,,,,,,,,,,,,,,,B+
A-,,B+,,,,B,,,,B-,,A,,,,A-,A,A-,B-,C,C,,,B,,,,,,,B,A-,B+,,,A-,,,B
B,,A,,,,A,,,,B+,,,B-,,A-,A-,B,B-,B,C+,C-,,,D+,,,,,,,C,,C+,,,C,,,C
A,,B,,,,A,,,,B,,,A,,A,A,A,,B,A,A,,,B,,,,,,,C,,B-,,,C+,,,B
A,,B+,,,,B,,,,B-,,C+,,,A-,B+,B+,,B,B-,B-,,,B+,,,,B,,,,,A-,,,A,,,B
V,,B,,,,A-,,,,B,,C-,,,A,A-,B,,C,D+,RF,A-,C+,C,,,,,,,D+,,D,,,RF,,C+,C
C,,RF,,A-,,,,,C+,C,,B+,,,C,C-,RF;C+,,C,RF;D,C,,RF;C,D+,,,,,,,,,,,,,,,D+
A,,V,,,,,,,,B+,,A,,,,,A,,A-,C,C-,,,C-,,,,,,,,,,,,,,,B+
B-,,A-,,,,B+,,,,B,,A-,,,A,A,B+,,A-,C,C+,,,D,,,,C,,,,,B,,,A,,,C+
A-,,,B+,,,,B+,,,A,,A-,,,A-,A-,A,,A-,B-,B-,,,A-,,,,C+,,,,,B+,,,B,,,B
A,,B,,,,A,,,,C,,,B+,,B,B+,A,,B,C,D,,,D,,,,,,,B,,B-,,,D+,,,C
B,,A-,,,,A,,,,B,,,B-,,B,A,B,A,B-,C-,C-,,,B+,,,,C,,,,,B-,,,C-,,,B+
A,,A-,,,,A,,,,A,,,,,,,B+,,B,B-,B+,,,B+,,,,B,,,,,,,,,,,A-
A,,B+,,,,C+,,,,A-,,,,,,,B,,B-,D,RF,C,,D,,,,D,,,,,,,,,,,B-
B,,A,,,,A,,,,C,,A-,,,B,A-,A,,B,C,D,,B,C,,,,D,,,,,D,,,C-,,,C
B-,,A-,,,,A,,,,B+,,B+,,,A,B,A,B,C,C,C,,,B-,,,,,,,A,,B,,,B,,,B
C,,B+,,,,B+,,,,C-,,,A,,B,A,B-,,C+,C-,D+,,,B,,,,C+,,,,,B+,,,A-,,,C
A,,,A,,,,B,,,A,,,B,,B+,A,A,,A,A,B,,,,,A,V,,,A,,,A-,,,B,,,B
,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,
C+,,B,,,,B-,,,,C,,,,,,,B+,,C,B-,C+,,,C-,,,,,,,,,,,,,,,B-
B+,,A,,,,C+,,,,D+,,A,,,,A,A,B,C+,D,RF,C+,,D,,,,,,,B,,C-,,,C,,,C+
B,,,,A-,,,,,B,B-,,C,,,B-,B-,B+,,C+,D,D,,,C,,,,,,,B-,,C-,,,D,,,D
B-,,B,,,,C+,,,,C,,B+,,,B-,B,B,C+,C,D,RF,C,RF,D,,,,,,,,,,,,,,,C-
V,,B+,,,,A,,,,A,,,,,A-,,A-,,A,A-,A,,,V,,,,,A,,,,,,,,,,A
C,,A-,,,,B-,,,,B,,B,,,C+,B-,B+,,B-,B-,C-,,,B-,,,,,,,C+,,B-,,,B-,,,C
A,,A,,,,A,,,,A,,A-,,,A,A,A,,A,A,B,,,B,,,,B,,,,,B+,,,A-,,,B
F,,D,,,,C,,,,C,,,,,,,C,,C,D,F,,A,,,F,,,,,,,,,,,,,D
A,,,A,,,,A,,,A,,A,,,A,A,A,,A,A-,A-,,,A,,,,,,,A,,A,,,A,,,A
A,,V,,,,,,A,,A,,,A,,A,A,A,,A,A,A,,,V,,,,,A,,,,A,,,A,,,A
A,,A-,,,,A-,,,,A,,,A,,A,A,A,,B+,C+,C+,,,V,,,,,B,,,,A,,,A,,,B
A,,V,,,,,,,,A,,,,,A,,A,,A,V,V,,,V,,,,,A,,,,A,,,A,,,A
V,,V,,,,,,A,,A,,A,,,A,A,A,,B,B,B,,,B,,,,,,,B+,C,B,,,B,,,B
A-,,B+,,,,A-,,,,B-,,,B,,B,A,B,B-,C,A-,A-,,,B,,,,C+,,,,,B,,,C+,,,C+
V,,V,,,,,,A,,A,,,A,,A,A,A,,A,V,V,,,V,,,,,A,,,A,V,,,V,,,A
B,,A-,,,,A,,,,C+,,B+,,,B+,A-,A,A,A-,B,B+,,,V,,,,,B,,,A,A,,,A,,,A-
A,,A,,,,A,,,,A,,,,A,A,A,A,A,A,A,A,,,V,,,,,A,,,A,A,,,A,,,A
B,,A-,,,,B,,,,B+,,B+,,,B,B+,A-,,B-,B,B-,,,C+,,,,,,,C+,,A-,,,B,,,B-
B+,,A,,,,A,,,,A,,A,,,B+,A-,A-,B+,B+,C,B,,,V,,,,,B,,,B+,B-,,,B+,,,B
A-,,A,,,,A,,,,A,,A,,,A,A,A,A,B-,B-,B-,,,B,,,,,,,A-,,C,,,B+,,,A-
A-,,A,,,,A,,,,A,,A,,,B+,B+,A-,A,B+,C+,C,,,C+,,,,,,,B,,C+,,,B-,,,A
V,,B+,,,,A-,,,,B-,,,,,,,B-,,B-,D+,D,,,C,,,,,,,,,,,,,,,B
A,,V,,,,,,A-,,A-,,,,A-,,A-,A,B,B,A-,B+,,,B-,,,,B-,,,,,C+,,,B+,,,B+
B+,,B,,,,B,,,,C+,,,A-,,B,B,B+,C,C+,C,C,,B-,B-,,,,,,,C,,C-,,,C,,,D
B,,B,,,,B,,,,B,,C+,,,B,A-,B,,C,C,D,,,B,,,,,,,C+,,C-,,,C-,,,B
A-,,A,,,,A,,,,A,,,,A-,A,A-,A,A,A,A,A,,,A,,,,,,,A,,A,,,A,,,A
V,,V,,,,,,,,A,,,,,A,,A,,A,V,,,,V,,,,,A,,,,,A,,,,,A
B+,,B+,,,,A,,,,B-,,A-,,,B+,A,A-,B+,A-,B+,B+,,,B+,,,,B+,,,,,A-,,,A,,,B
C+,,,,B+,,,,,B,C-,,C+,,,C,C+,B,,C+,C-,D,,,D+,,,,C,,,,,D+,,,C-,,,D+
A,,A-,,,,A-,,,,A,,,A,,A-,A-,A-,A-,A-,A-,A,,,A,,,,B+,,,,A-,A-,,,A-,,,A-
V,,A,,,,A,,,,A,,,A,,V,A,A,,A,A,B,,,V,,,,,C,,,,A-,,,B-,,,B
B+,,A-,,,,A,,,,B+,,,C+,,B,B,A-,B+,A-,B-,B-,,,B-,,,,C+,,,,A,A-,,,B+,,,B
A,,B,,,,A-,,,,A-,,A,,,A,A,A,,A-,B+,C+,,,C,,,,,,,C+,,C+,,,B-,,,B+
V,,A,,,,A,,,,A,,,B,,A,A,A,A,B-,B-,B,,,B+,,,,,,,A,,A-,,,B+,,,B+
A,,V,,,,,,A-,,A,,A,,,V,A-,A,A,A-,A,A-,,,V,,,,,A-,,,A-,A-,,,B+,,,A
B,,A-,,,,B,,,,B,,B+,,,,B+,A-,A-,C+,B,C+,,,C,,,,,,,A,B+,B-,,,B-,,,A-
A,,A,,,,A,,,,A,,A,,,A-,A,A,,A,A,A,,,A,,,,,,,A,,A,,,A,,,A
B,,A,,,,A,,,,B,,A,,,B+,B+,B,,C,C,C,,,C,,,,,,,C,,C,,,C-,,,B
A,,V,,,,,,A,,A,,,A,,A,A,A,,A,V,,,,V,,,,,C,,,,,A,,,B,,B
V,,A,,,,B+,,,,A,,,,B+,,,A-,,B,B,B,,,B,,,,,,,,,,,,,,,B+
A,,A,,,,A-,,,,A-,,A,,,,A,A-,B,B-,B-,C+,,,B-,,,,,,,A,C,C+,,,B-,,,A-
D+,,B+,,,,C,,,,B,,A-,,,A-,B+,A-,,B-,D,D,,C+,C,,,,,,,C,,RF,,C,B-,,,B
A-,,B,,,,A,,,,A,,A-,,,,A,A,A,A,A,A,,,B+,,,,A,,,,,A,,,A,,,A
A-,,A-,,,,A-,,,,A-,,B+,,,A,B+,B+,A-,C,B+,B+,,,B-,,,,C,,,,,B-,,,B,,,B+
A-,,,,B+,,,,,A-,B-,,A,,,B+,B+,A-,B,A,A-,B+,,,C+,,,,,,,B+,,C,,,C-,,,B
A-,,A-,,,,B,,,,B,,,,,,,A,,B+,A-,B,,,B,,,,,,,,,V,,,,,,A
A,,A,,,,A,,,,A,,A,,,,A,A,A,A,V,V,,,V,,,,,A,,,,V,,,A,,,A
B,,A,,,,B,,,,B+,,,,A-,B-,A-,B,B+,B,B-,C+,,,B,,,,,,,A-,C,B-,,,B,,,A
B-,,B,,,,C+,,,,B,,C-,,,RF;C,B-,C,B,B+,C+,C+,,,D+,,,,,,,C,,D+,,,RF,,B,B
A,,A,,,,A,,,,A-,,A,,,B,A,A,A,A,V,,,,A,,,,A,,,,,A,,,A,,,A
B-,,,A,,,,B+,,,C+,,,A-,,B+,A-,A-,B-,D+,D,D+,,,A-;RF,,,,,,,C+,,D,,,C-,,,D
V,,V,,,,,,A,,A-,,,A,,A,A,A,A-,A,B+,B+,,,B,,,,,,,A,B-,A-,,,A-,,,A
A,,,A-,,,,A-,,,A,,A,,,A,A,A,,A,A,A,,,V,,,,,A,,,,,,,,,,A
B,,B,,,,B,,,,A,,A-,,,B+,A-,B,,A,B,B,,,C,,,,,,,B,,C+,,,B-,,,A
A,,A,,,,A,,,,B,,,B,,D,B,A-,C,B,V,,,,C-,,,,,,,B+,,D,,,C+,,,B
,A-,,,,A,,,,B,,A,,,C,A-,A,A-,,B,RF;C,C,,B-,C,,,,RF;D,,,,,D+,,,C,,,C+
B+,,A-,,,,B+,,,,A-,,A-,,,,B+,A,B+,B+,B,B+,,A,A,,,,B+,,,,,B,,,B-,,,B
B-,,B+,,,,B-,,,,RF;B,,,,,,B-,A-,A-,C,C,D+,,,D,,,,RF;D,,,,,D,,,B,,,C
A,,A,,,,A,,,,B+,,,,,,,A-,,A-,B,B,,,A-,,,,A,,,,,,,,,,,A-
B,,A-,,,,B+,,,,B-,,,,,,,B-,,C+,D+,D+,,,C,,,,,,,,,,,,,,,B+
A,,A,,,,A,,,,A,,A,,,A,A,A,,A,V,,,,V,,,,,B,,,,V,,,A,,,A
B,,B-,,,,B+,,,,C,,,,,,,C,A-,B-,D+,C-,,,C,,,,,,,,,,,,,,,B
C+,,V,,,,,,B-,,B-,,B-,,,A-,C,B,B+,B,B-,B-,,,V,,,,,B,,,,A,,,B+,,,A
A,,A,,,,A,,,,A,,,A,,A,A-,A,,A,A,A,,,,,A,V,,,A,,,A,,,B,,,A
A-,,B,,,,B,,,,B,,,C,,,A-,B,A-,B,A,B+,,,A,,,,B,,,,,A-,,,B-,,,C+
V,,B+,,,,B+,,,,B,,A,,,B+,A,A-,,B+,B-,B,,,V,,,,,B,,,,V,,,V,,,A-
A,,V,,,,,,,,A,,,A,,,,A,,A,A,A,,,A,,,,,,,,,,,,,,,A
B-,,RF,,B,,,,,A-,RF;C,,,C-,,B+,B-,D,,D,C,C,,,RF;C,,,,,,,B,,B+,,,B,,,C
A,,A,,,,A-,,,,A-,,A-,,,A,A,B+,A,A-,C-,D,,,C,,,,RF,,,B,,C,,,B-,,,B
A-,,B,,,,B+,,,,A,,,,,,,A-,,B-,D+,RF,B,,C-,,,,,,,,,,,,,,,B-
V,,V,,,,,,,,B+,,,,,,,A,,A,B,B,,,B-,,,,A-,,,,,,,,,,,A
V,,A,,,,A,,,,A,,A,,,A,A,A,A,B+,B+,C,,,C+,,,,,,,A,,C+,,,B,,,B+
B+,,A,,,,A-,,,,B+,,,,,,,A,,A,B+,B-,,,C+,,,,B,,,,,,,,,,,B+
A,,A-,,,,A,,,,A-,,A,,,,A,A,A,A,V,,,,A,,,,A,,,,,,A,,A,,,A-
B,,A,,,,B,,,,B,,,,A-,B,A-,A,,B,C,C,,,B,,,,,,,B-,,B,,,C,,,B
A,,A,,,,A-,,,,B+,,A-,,,A,A,A,,A,B+,B,,,V,,,,,B,,,,A,,,A,,,A-
D+,,,,B+,,,,,B+,B,,,,B,A-,B,A-,,C+,B-,D+,,,C,,,,,,,B-,B,D,,,C,,,B-
B-,,B+,,,,A-,,,,C+,,B+,,,C,A-,B+,C,D+,RF;C-,C,,C,C-,,,,,,,B-,,RF,,D,D,,,C-
B+,,A,,,,A,,,,A,,,,,,,A-,,A-,V,,,,V,,,,,A-,,,,V,,,,,,B+
A,,A,,,,A,,,,A,,A,,,A-,A,A,A,A,C,B,,,V,,,,,B,,,,A-,,,B+,,,B+
A,,,A,,,,A-,,,A-,,,A-,,A,A,A-,A,A-,B+,C+,,,C+,,,,D+,,,,,A-,,,A,,,A-
B+,,,A,,,,B,,,B+,,A,,,,A-,B+,B+,B,C+,C+,,,D,,,,C,,,,,B+,,,B-,,,B
B,,B-,,,,B,,,,B,,,,,,B,C+,B-,C,C+,C,,,RF,B-,,,D,,,,,C,,,C+,,,C
B-,,,A-,,,,C+,,,B+,,,B,,B+,A,B,,B,A-,B-,,,B-,,,,C,,,,B,B,,,A-,,,B
C,,C,,,,C,,,,B,,B+,,,B+,A,A,,B,B,D,,,B,,,,B,,,,,,,,,,,B
B,,B,,,,A,,,,C,,A,,,,B+,B+,A-,C+,C,C,,,C+,,,,,,,A-,,B,,,D,,,A-
A-,,,,A,,,,,,A,,,,,,,C+,,B,B+,B,,,B-,,,,C+,,,,,V,,,,,,B
C,,C,,,,A,,,,A,,B,,,B+,B-,A,,A,D,D,,,D,,,,RF;D,,,,,C,,,D,,,C
A,,A,,,,A,,,,A,,A,,,A,A,A,,A,A,A,,,A,,,,,,,A,,A,,,A,,,A
C+,,A-,,,,B+,,,,A,,B,,,B,C,A,B-,C+,B+,B-,,,B-,,,,D+,,,,,B,,,B,,,B-
A,,A,,,,B,,,,A,,,,,,,A,,A-,B+,B-,,,C,,,,C+,,,,,,,,,,,A-
V,,V,,,,,,,,A-,,,A-,,B,,B+,,B,V,,,,B,,,,C-,,,,,,B-,,,,,A-
C+,,A-,,,,B-,,,,B,,,,,,,B+,,C,D+,D+,,,B-,,,,,,,,,,,,,,,C+
B+,,A,,,,A-,,,,A-,,,,,,,A,,B,A-,B,,,A,,,,B,,,,,,,,,,,A-
B,,B,,,,A,,,,A-,,A-,,,B-,A-,A,B,B+,B,B-,,,B,,,,,,,B+,,A,,,B,,,B-
A,,A-,,,,A-,,,,A,,,,,V,,A,,A,A-,A-,,,A,,,,,,,,,V,,,,,,A
A-,,V,,,,,,A,,B+,,A-,,,B,B+,B,,B-,B,B,,,B,,,,C+,,,,,B-,,,C+,,,B-
C,,,B,,,,B,,,B,,A-,,,B,B+,B,,C,D,C,,,C,,,,,,,C,,C,,,C,,,C
C+,,A-,,,,B+,,,,A,,A,,,,A,B,B+,B+,B-,B,,,C+,,,,B-,,,,C,B-,,,C-,,,B+
C,,B,,,,B,,,,B,,,C,,B,B,B,,B,B,C,,,C,,,,C-,,,,,C-,,,C,,,C
A,,A,,,,B,,,,C,,A-,,,A-,A-,A,,B,B,B,,,C,,,,,,,C,,C+,,,C-,,,B
A,,B,,,,A-,,,,B,,,,,,,A-,,A,A,A-,,,B+,,,,,,,,,,,,,,,B+
A,,,A,,,,A,,,A,,,,,,A-,A,A-,B+,A,A,,,V,,,,,A-,,,,A,,,A,,,A
,B,,,,A,,,,A,,B,A,,,A,A,A,,A,A,A,,,A,,,,,,,B+,,B+,,,B-,,,A
D,,B,,,,B,,,,B,,,,D,A-,D,A,,A,B,B,,,B,,,,C,,,,,B,,,RF,,A-,B
V,,,A-,,,,A-,,,A,,A,,,B,A,A,A-,B+,A,A,,,V,,,,,A-,,,,A-,,,B,,,A-
V,,A-,,,,A-,,,,A-,,A,,,A-,A,A-,,A-,V,,,,B,,,,B,,,,B,,A,,B+,,,B+
B-,,,A,,,,A,,,A-,,A,,,B+,A-,A-,A-,A-,B+,B,,,V,,,,V,,,,A,V,,,B,,,A
B-,,A-,,,,B+,,,,B+,,,B+,,A-,B+,B,B-,C,C+,C+,,,D,,,,,,,C-,D+,D,,,C,,,B
A,,A,,,,A,,,,B,,,B+,,B+,A,A,,B,C,C,,,B,,,,,,,A-,B,A-,,,C,,,B
,C+,,,,A,,,,B+,,A,A,,,C+,B,C-,,A-,A-,A,,,A,,,,B-,,,,,B+,,,A,,,C+
B,,B,,,,A,,,,B,,A,,,A-,A,A,,B,B,C,,,C,,,,C+,,,,,B,,,,,,B
B+,,B-,,,,A-,,,,B,,B+,,,A-,A-,A-,A-,B+,C,C-,,,D+,,,,,,,B-,,C+,,,C+,,,B-
A,,A,,,,B+,,,,B-,,B+,,,A,A-,A,B,B,B-,B-,,,C,,,,A,,,,B,A-,,,C-,,,B+
A,,B,,,,B+,,,,B,,,,,,,B+,,B+,C+,C,,,C,,,,,,,,,,,,,,,B+
B+,,B,,,,B,,,,B+,,,C+,,B,B+,A-,,B+,A,A-,,,A,,,,,,,A,A-,A,,,A,,,B
B,,,A-,,,,A,,,A-,,A,,,A-,A,A,C+,B,B,B-,,,C+,,,,C,,,,,B-,,,B-,,,C+
V,,V,,,,,,B+,,B+,,,,A,A-,A,A,,B+,B,B-,,,C+,,,,,,,B+,D+,C-,,,C-,,,A
V,,V,,,,,,A,,A,,A,,,B+,A-,A,,B+,B-,B-,,,B,,,,,,,B-,D,C-,,,C,,,B+
B,,B,,,,B,,,,B,,A-,,,B+,B+,A,,B,C,C,,,C,,,,,,,B-,,B-,,,B,,,B
,,,W,,,,,,,W,,,,,,,W,,W,W,,,,,,,,,,,,,,,,,,,
B+,,A-,,,,A,,,,A,,B-,,,A,B,A-,B+,B,C+,C,,A,B+,,,,,,,A-,B-,B+,,,C-,,,B-
D+,,B-,,,,C+,,,,B,,C,,,C-,B-,B+,B,C,C-,B-,,,C-,,,,,,,B,B-,C,,,C+,,,C
A-,,A,,,,B+,,,,B-,,,,,,,B+,,A-,C-,C-,,,B-,,,,,,,,,,,,,,,A-
A,,,B+,,,,B,,,A-,,,B-,,B+,B+,A,,A-,A,A,,,V,,,,,A-,,,B,A-,,,A-,,,B+
A-,,,A,,,,A-,,,A,,,,B+,,A,A,A,A-,B+,A-,,,B+,,,,B,,,,,A-,,,A,,,A
B,,B,,,,B,,,,B,,A,,,A,B,A,,B,B,C,,,D,,,,D,,,,,A-,,,A-,,,B
A-,,B+,,,,B+,,,,A-,,A,,,,B+,A,B+,C+,B+,C,,,C+,,,,,,,A-,,B,,,B,,,A
V,,B+,,,,B+,,,,B+,,,B+,,A-,A,A,,A-,B+,B-,,,C+,,,,,,,A,C,B,,,C+,,,B
V,,V,,,,,,A,,A,,,,A-,A,A,A,A,A,A,A,,,V,,,,,A,,,A,V,,,A,,,A-
B+,,B,,,,A,,,,B,,,,,,,B-,,C,C+,D+,,,B,,,,,,,,,,,,,,,B
A,,B,,,,B+,,,,A,,,,,,,A,,A,B,C,,,C,,,,C+,,,,,,,,,,,A-
C,,,,A,,,,,C+,C,,B,,,B-,B,A,,C,D,D,,C,B,,,,D,,,,,D,,,C,,,B
A,,,B,,,,A,,,A,,A,,,,A,A-,B-,C,D+,C-,,,D+,,,,,,,B+,,C,,,C,,,B
V,,V,,,,,,A,,A-,,,,A,,A,A,A,A-,A-,A,,,V,,,,,B+,,,,A,,,A-,,,A
B,,B,,,,B,,,,B,,,,B,C+,A,B+,C,B-,RF;B-,B,,A,B+,,,,,,,B,,D,,,C+,,,C-
B,,A,,,,A-,,,,B,,B-,,,A,B+,A,,B,C+,C-,,,D+,,,,,,,B,,C-,,,B,,,B-
B+,,A,,,,A-,,,,B+,,,,B+,,A-,A-,B,B+,C,B-,,,B+,,,,B-,,,,C,B-,,,C+,,,A-
A,,A,,,,A,,,,A,,,,A-,,A,A,B+,B-,C,C-,,,D,,,,,,,B+,,C,,,B-,,,B+
A,,A-,,,,A-,,,,A-,,,,,,,A-,,A-,B+,A-,,,V,,,,,B-,,,,,,,,,,A-
V,,V,,,,,,,,B,,A,,,,,A-,,B,V,,,,C+,,,,,,,,,,B+,,,,,B+
B+,,A,,,,A-,,,,A-,,,,,,,A,,A-,B+,A,,,B,,,,B-,,,,,V,,,,,,A
A,,B,,,,A,,,,C,,A,,,A-,B+,A,,B,B,C,,,A,,,,,,,A,,B,,,B-,,,A
B,,V,,,,,,B,,B+,,,B,,B+,A,A,,B+,B-,C,,,B-,,,,B,,,,,C+,,,B,,,B
V,,V,,,,,,,,A,,,A,,A,,A,,A,V,,,,V,,,,,B+,,,,,A,,,,,A
B+,,V,,,,,,A-,,A,,,B+,,A,A,A,A,A-,A-,A-,,,V,,,,,A,,,,A-,,,A-,,,A-
A-,,A-,,,,B+,,,,A-,,A-,,,B,A,A-,B+,B,B-,C,,,B,,,,,,,B+,C+,C+,,,C,,,B-
A-,,,B+,,,,B+,,,B+,,A-,,,A-,A,A,A,B,C,C+,,,D,,,,C,,,,B,C,,,B,,,A
V,,B-,,,,B+,,,,C,,,B,,A-,A-,B+,A-,C,B,C+,,,C+,,,,B-,,,,,A,,,A,,,B
B,,C,,,,A-,,,,C,,,,,,,B,B+,C,B-,C,,,C-,,,,,,,,,,,,,,,C+
A-,,A,,,,B+,,,,A,,,,B,B+,A,A,B+,B-,B,C,,,C+,,,,,,,B+,,B-,,,B-,,,B
A-,,B+,,,,A-,,,,B,,,,,,,B+,,B,A,A,,,B,,,,B-,,,,,,,,,,,A-
A,,V,,,,,,B,,B,,B,,,A,A,B,,A,B,C,,,C,,,,C,,,,,C,,,B-,,,B
B+,,B,,,,A,,,,C,,,,B+,A,C+,B+,,B+,B-,B,,,A-,,,,,,,B+,C+,A,,,B,,,C+
A-,,A-,,,,A-,,,,B+,,,A,,A,A-,B+,,B+,B,B,,,A-,,,,,,,A,A-,B-,,,B-,,,B-
C+,,B-,,,,B+,,,,B,,,,,,,B,,B-,D,RF,D,,C-,,,,,,,,,,,,,,,C
B+,,A,,,,C,,,,B+,,,B-,,C+,B+,B,A-,C+,B-,B-,,,A-,,,,C,,,,,B,,,B+,,,B
B,,C,,,,C+,,,,C+,,,,,,,B,,B,D,D+,,,,,,,,,,,,,,,,,,C+
B+,,V,,,,,,,,A-,,,B-,,,,A-,,A,B+,B,,,V,,,,,B-,,,,V,,,,,,A-
B,,,,B,,,,,B-,B,,B,,,C+,C-,A,,C,C,B,,,D,,,,,,,C,D,RF,,B-,B-,,,C
B,,B+,,,,A,,,,B,,A,,,,B,B,B+,A-,B-,C-,,,B-,,,,,,,A-,B-,B,,,B,,,B+
B,,V,,,,,,A-,,B,,B,,,A-,A-,B-,B-,B,C,C-,,,B-,,,,,,,C,,C,,,C,,,B-
B,,B-,,,,C,,,,B-,,B+,,,A,A-,B+,B,B+,C-,D,,,C+,,,,B,,,,,,,,,,,C-
B+,,B+,,,,A-,,,,C+,,,,,,,B,B-,B-,D,D,,,C-,,,,,,,,,,,,,,,C
V,,A,,,,,A-,,,B-,,A,,,A,A,A,A,A-,B+,A-,,,B,,,,A-,,,,B,A-,,,A-,,,B-
A,,A-,,,,B+,,,,A-,,,A-,,,A,A,B+,A-,A,A,,,B,,,,B,,,,,A-,,,B,,,B
B,,B,,,,B,,,,B,,,,B-,,B-,B,B,C+,D+,D+,,,D+,,,,,,,C-,,D+,,,D,,,C
A,,B-,,,,B+,,,,B-,,,,,,,B+,,B-,D+,C-,,,RF;B-,,,,,,,,,,,,,,,A-
,,,,,,,,,,,,,,,,,,,,,,,,V,,,,,,,,,,,,,,,
B,,A,,,,B,,,,B,,A,,,C+,B,A,,B,B,C,,,C,,,,,,,C+,,C+,,,C+,,,C
B,,C+,,,,A-,,,,A-,,B+,,,,A-,A-,B+,B,C,C-,,,C-,,,,RF;C-,,,,,C,,,C+,,,A-
A,,B+,,,,A-,,,,B,,,,,,,B+,,C+,D+,C-,,,B,,,,,,,,,,,,,,,B+
B+,,A,,,,A,,,,B+,,,,A-,A,B,B+,,A,B+,B-,,,B-,,,,B,,,,,B+,,,C,,,B
A,,V,,,,,,A,,A,,,A,,A,A,A,,A,C,C,,,C,,,,,,,C,,C+,,,C+,,,B
A,,B,,,,B+,,,,B,,B-,,,,B,A-,A-,A-,B-,C,,,C,,,,,,,A,,C+,,,C+,,,B-
,,B-,,,,,,,,B+,,,,,,,,,,C-,,,,,,,,,,,,,,,,,,,D+
B-,,A,,,,A-,,,,A,,A,,,B+,B,A-,A-,A,A,A,,,A-,,,,A-,,,,,A,,,A-,,,A
C,,,,C-,,,,,B+,C-,,B+,,,,B-,B-,C+,RF;C,D,RF,D,D,D+,,,,,,,D+,,C-,,,D,,,D
B+,,V,,,,,,B+,,A-,,,C,,B+,A,B,A,C,C+,C,,,B+,,,,C-,,,,,,,,,,,B-
